51.7s 2 [Epoch 0/150: batch 0/179] [DLoss: 2.116, GLoss: 42.675, cGanLoss: 5.119, L1Loss: 0.376]
78.6s 3 [Epoch 0/150: batch 10/179] [DLoss: 2.711, GLoss: 12.476, cGanLoss: 1.199, L1Loss: 0.113]
105.2s 4 [Epoch 0/150: batch 20/179] [DLoss: 2.586, GLoss: 10.147, cGanLoss: 1.097, L1Loss: 0.090]
132.4s 5 [Epoch 0/150: batch 30/179] [DLoss: 1.998, GLoss: 10.113, cGanLoss: 1.034, L1Loss: 0.091]
160.1s 6 [Epoch 0/150: batch 40/179] [DLoss: 1.838, GLoss: 9.717, cGanLoss: 0.952, L1Loss: 0.088]
188.1s 7 [Epoch 0/150: batch 50/179] [DLoss: 1.543, GLoss: 9.092, cGanLoss: 0.921, L1Loss: 0.082]
216.3s 8 [Epoch 0/150: batch 60/179] [DLoss: 1.931, GLoss: 8.981, cGanLoss: 0.982, L1Loss: 0.080]
244.9s 9 [Epoch 0/150: batch 70/179] [DLoss: 1.649, GLoss: 9.786, cGanLoss: 0.926, L1Loss: 0.089]
273.4s 10 [Epoch 0/150: batch 80/179] [DLoss: 1.863, GLoss: 9.328, cGanLoss: 0.831, L1Loss: 0.085]
302.8s 11 [Epoch 0/150: batch 90/179] [DLoss: 1.919, GLoss: 9.019, cGanLoss: 0.753, L1Loss: 0.083]
331.8s 12 [Epoch 0/150: batch 100/179] [DLoss: 1.708, GLoss: 9.422, cGanLoss: 0.922, L1Loss: 0.085]
360.9s 13 [Epoch 0/150: batch 110/179] [DLoss: 1.697, GLoss: 9.667, cGanLoss: 0.849, L1Loss: 0.088]
390.0s 14 [Epoch 0/150: batch 120/179] [DLoss: 1.420, GLoss: 9.537, cGanLoss: 0.733, L1Loss: 0.088]
419.2s 15 [Epoch 0/150: batch 130/179] [DLoss: 1.789, GLoss: 8.577, cGanLoss: 0.805, L1Loss: 0.078]
448.5s 16 [Epoch 0/150: batch 140/179] [DLoss: 1.495, GLoss: 7.809, cGanLoss: 0.739, L1Loss: 0.071]
477.8s 17 [Epoch 0/150: batch 150/179] [DLoss: 1.772, GLoss: 11.077, cGanLoss: 0.779, L1Loss: 0.103]
507.0s 18 [Epoch 0/150: batch 160/179] [DLoss: 1.648, GLoss: 7.863, cGanLoss: 0.839, L1Loss: 0.070]
537.0s 19 [Epoch 0/150: batch 170/179] [DLoss: 1.451, GLoss: 8.556, cGanLoss: 0.698, L1Loss: 0.079]
564.1s 20 [Epoch 1/150: batch 0/179] [DLoss: 1.431, GLoss: 9.327, cGanLoss: 0.806, L1Loss: 0.085]
593.5s 21 [Epoch 1/150: batch 10/179] [DLoss: 1.783, GLoss: 8.626, cGanLoss: 0.997, L1Loss: 0.076]
622.9s 22 [Epoch 1/150: batch 20/179] [DLoss: 1.549, GLoss: 8.184, cGanLoss: 0.787, L1Loss: 0.074]
652.3s 23 [Epoch 1/150: batch 30/179] [DLoss: 1.551, GLoss: 8.265, cGanLoss: 0.855, L1Loss: 0.074]
681.6s 24 [Epoch 1/150: batch 40/179] [DLoss: 1.472, GLoss: 7.544, cGanLoss: 0.716, L1Loss: 0.068]
711.0s 25 [Epoch 1/150: batch 50/179] [DLoss: 1.695, GLoss: 8.279, cGanLoss: 0.724, L1Loss: 0.076]
740.4s 26 [Epoch 1/150: batch 60/179] [DLoss: 1.787, GLoss: 7.543, cGanLoss: 0.755, L1Loss: 0.068]
770.2s 27 [Epoch 1/150: batch 70/179] [DLoss: 1.683, GLoss: 9.676, cGanLoss: 0.782, L1Loss: 0.089]
799.7s 28 [Epoch 1/150: batch 80/179] [DLoss: 1.495, GLoss: 7.927, cGanLoss: 0.822, L1Loss: 0.071]
829.2s 29 [Epoch 1/150: batch 90/179] [DLoss: 1.448, GLoss: 9.058, cGanLoss: 0.718, L1Loss: 0.083]
858.7s 30 [Epoch 1/150: batch 100/179] [DLoss: 1.707, GLoss: 7.935, cGanLoss: 0.797, L1Loss: 0.071]
888.1s 31 [Epoch 1/150: batch 110/179] [DLoss: 1.461, GLoss: 9.514, cGanLoss: 0.817, L1Loss: 0.087]
917.6s 32 [Epoch 1/150: batch 120/179] [DLoss: 1.711, GLoss: 9.694, cGanLoss: 0.819, L1Loss: 0.089]
947.0s 33 [Epoch 1/150: batch 130/179] [DLoss: 1.428, GLoss: 7.676, cGanLoss: 0.697, L1Loss: 0.070]
976.4s 34 [Epoch 1/150: batch 140/179] [DLoss: 1.412, GLoss: 8.567, cGanLoss: 0.708, L1Loss: 0.079]
1006.2s 35 [Epoch 1/150: batch 150/179] [DLoss: 1.612, GLoss: 8.376, cGanLoss: 0.854, L1Loss: 0.075]
1035.7s 36 [Epoch 1/150: batch 160/179] [DLoss: 1.615, GLoss: 8.617, cGanLoss: 0.721, L1Loss: 0.079]
1065.2s 37 [Epoch 1/150: batch 170/179] [DLoss: 1.411, GLoss: 8.703, cGanLoss: 0.772, L1Loss: 0.079]
1091.9s 38 [Epoch 2/150: batch 0/179] [DLoss: 1.444, GLoss: 7.508, cGanLoss: 0.698, L1Loss: 0.068]
1121.3s 39 [Epoch 2/150: batch 10/179] [DLoss: 1.650, GLoss: 8.504, cGanLoss: 0.847, L1Loss: 0.077]
1150.8s 40 [Epoch 2/150: batch 20/179] [DLoss: 1.559, GLoss: 8.462, cGanLoss: 0.777, L1Loss: 0.077]
1180.3s 41 [Epoch 2/150: batch 30/179] [DLoss: 1.731, GLoss: 7.754, cGanLoss: 0.912, L1Loss: 0.068]
1209.8s 42 [Epoch 2/150: batch 40/179] [DLoss: 1.809, GLoss: 7.126, cGanLoss: 0.765, L1Loss: 0.064]
